Name,Height,Reach,Stance,DOB,ID
Keith Berish,"6' 0""",--,Orthodox,"Nov 14, 1985",e3779ef06e98f185
Dennis Bermudez,"5' 6""","66""",Orthodox,"Dec 13, 1986",6f242453c91a5af0
Manny Bermudez,"5' 10""","71""",Orthodox,"Jul 16, 1994",2dc1bc1a02961656
Talita Bernardo,"5' 4""","68""",Orthodox,"Mar 04, 1987",5b2325cd70dbe2ea
Dave Berry,--,--,,--,b3bbe88fecd6a0d2
Keith Berry,"6' 1""",--,,"Oct 25, 1987",0b935b9bbbe5fc07
Dieusel Berto,"5' 9""",--,,--,0db70ca89e1c7374
Edson Berto,"5' 6""",--,Orthodox,"Jul 05, 1983",66766984842c13dc
Allen Berube,"5' 8""",--,Orthodox,"Aug 25, 1974",aebfb84d1f6d2d8c
Anton Berzin,"6' 2""",--,Orthodox,"Sep 29, 1989",8ba8e8d7eafa7267
Scott Bessac,"6' 4""",--,,--,3f24c96753dbd9f9
Matt Bessette,"5' 10""","70""",Orthodox,"Dec 28, 1984",0b8d512c79b4baf3
Khadzhi Bestaev,"6' 6""","76""",,"Jul 16, 1988",e05f4ce199baca91
Fernando Bettega,--,--,,"Mar 10, 1980",a524710c3ef918fa
Arjan Bhullar,"6' 1""","75""",Orthodox,"May 13, 1986",7e511f8d842a109d
KB Bhullar,"6' 4""","78""",Switch,"Oct 12, 1991",9cd047a828dd7515
Bibulatov Magomed,"5' 5""","65""",Orthodox,"Aug 22, 1988",87f19d19f4cb73f8
David Bielkheden,"5' 10""","71""",Orthodox,"Jun 06, 1979",1efa064872f089d0
Blake Bilder,"5' 8""","68""",Switch,"Jul 12, 1990",5095b0920a3602aa
Jonas Bilharinho,"5' 11""","75""",Switch,"May 22, 1990",ebbf571f349e79d9
Jeremiah Billington,"5' 9""",--,Orthodox,"Nov 14, 1977",b3b6e80b7d5f8f0d
Scott Bills,"5' 10""",--,,--,53f02bbc41d99432
Anthony Birchak,"5' 8""","69""",Orthodox,"May 16, 1986",c5a126ace82a6025
Chris Birchler,"6' 3""",--,Switch,"Jun 05, 1987",8a22c6b4d29880a3
Michael Bisping,"6' 1""","75""",Orthodox,"Feb 28, 1979",2b93ebd9f5417ad2
Amaury Bitetti,"5' 9""",--,Orthodox,--,7a359ef685a304a7
Caio Bittencourt,"6' 0""","75""",Orthodox,"May 22, 1991",a653cb5eb4b39339
Simon Biyong,--,--,,"Apr 05, 1991",27ab7257bf6a3b65
Jan Blachowicz,"6' 2""","78""",Orthodox,"Feb 24, 1983",99df7d0a2a08a8a8
Jason Black,"5' 8""",--,Orthodox,"Jul 15, 1972",b2f743746e8dcfa2
Brad Blackburn,"5' 10""","73""",Orthodox,"May 25, 1977",7e69a4b0961aa555
Jason Blackford,--,--,,--,619d807fa54ae8f7
Tom Blackledge,--,--,Orthodox,--,2adb11835acd815b
Sherrard Blackledge,"5' 11""","75""",Orthodox,"Aug 16, 1993",0e5c79b3594ff0ad
Da'Mon Blackshear,"5' 10""","72""",Switch,"Aug 12, 1994",da22387a0407a2dc
Erin Blanchfield,"5' 4""","66""",Orthodox,"May 04, 1999",669970f7feba8ecd
Maximo Blanco,"5' 8""","71""",Orthodox,"Oct 16, 1983",4a1329cc8eb0928a
David Blanco,"5' 7""",--,,--,ebf298f8ac7e232b
Curtis Blaydes,"6' 4""","80""",Orthodox,"Feb 18, 1991",fa6796c55d6c5440
Tereza Bleda,"5' 9""","71""",Orthodox,"Nov 30, 2001",59c438c81fbf3ece
Arlene Blencowe,"5' 5""",--,,"Apr 11, 1983",35d6337320a4ae48
Byron Bloodworth,"5' 8""",--,Orthodox,"Aug 16, 1983",ecdf14f4f8643d39
Dashawn Boatwright,"6' 0""",--,Orthodox,"Feb 29, 1988",046a85108610c0d2
Dan Bobish,"6' 2""",--,Southpaw,"Jan 26, 1970",f348d05403fad037
Mark Bocek,"5' 8""","75""",Orthodox,"Oct 24, 1981",cf9d24e4bd0cf2ce
Kyle Bochniak,"5' 7""","70""",Orthodox,"Feb 05, 1987",c5af5750e8bae4f0
James Bochnovic,"6' 4""","81""",Orthodox,"Feb 13, 1989",984d15d5dc7bfcf9
Jeremy Boczulak,--,--,,--,1afd74f8cb0719f3
Tim Boetsch,"6' 0""","74""",Orthodox,"Jan 28, 1981",c80095f6092271a7
Galore Bofando,"5' 11""","72""",Switch,"May 22, 1982",8a56ea383fd26e52
Jay Bogan,--,--,,--,53c21779d84ceb75
Roman Bogatov,"5' 8""","73""",Orthodox,"Dec 15, 1990",d61316139d68dbe3
Derek Bohi,"6' 4""",--,,--,70a1c7626b5e0599
Jerry Bohlander,"5' 11""",--,Orthodox,"Feb 12, 1974",93892752c5fc23ca
Mandy Bohm,"5' 7""","71""",Orthodox,"Jul 30, 1989",297a2b35444c245b
Kotetsu Boku,"5' 9""",--,Orthodox,"May 27, 1977",d227958e8a0c1466
Gaston Bolanos,"5' 7""","69""",Orthodox,"Sep 14, 1992",96924b0019b3aff1
Kyle Bolt,"6' 2""",--,,--,9d455d5cfe6a0e35
Denys Bondar,"5' 6""","69""",Orthodox,"Jun 27, 1992",2526be54e6a0e62a
Luc Bondole,"6' 2""",--,,--,8691881b31c16b88
Tony Bonello,"6' 2""",--,,--,702a72aa7a266d86
Gabriel Bonfim,"6' 1""","72""",Orthodox,"Aug 20, 1997",01641ba5df0c69b0
Ismael Bonfim,"5' 8""","71""",Orthodox,"Dec 28, 1995",eb393afdbe3293d5
Jesse Bongfeldt,"6' 0""",--,Orthodox,"Aug 28, 1980",934de214814b8ff4
Marcos Bonilla,"5' 10""",--,,--,d311fbefff44a39b
Stephan Bonnar,"6' 4""","79""",Orthodox,"Apr 04, 1977",c6a33ff198aaaeeb
Rogerio Bontorin,"5' 5""","67""",Orthodox,"Apr 25, 1992",07a2bdaa0afdd831
Ray Borg,"5' 4""","63""",Orthodox,"Aug 04, 1993",a4de54ea806fb525
Igor Borisov,"6' 0""",--,Orthodox,--,0313bf497de9c470
Kevin Borjas,"5' 5""","68""",Orthodox,"Dec 06, 1997",34b96d52db1d26e6
Calen Born,"5' 8""","72""",Switch,"May 24, 1988",3c85e04b08a05751
Caio Borralho,"5' 10""","75""",Southpaw,"Jan 16, 1993",4126a78111c0855a
Zachary Borrego,"6' 2""","78""",Switch,"Jul 18, 1996",b8fdb2903a2582a8
Viacheslav Borshchev,"5' 11""","69""",Orthodox,"Jan 08, 1992",19c591115a58982c
Tanner Boser,"6' 2""","75""",Orthodox,"Aug 02, 1991",04c8b08b16a5b99e
Steve Bosse,"5' 11""","72""",Orthodox,"Jul 29, 1981",e023fa2e648ea0f1
Marcus Bossett,"6' 1""",--,Orthodox,--,e8fb8e53bc2e29d6
Chris Bostick,--,--,,--,239224bedeb2c7a4
Poliana Botelho,"5' 8""","67""",Orthodox,"Dec 15, 1988",5c126c6aac3ef364
Francois Botha,"6' 2""",--,Orthodox,"Sep 28, 1968",545d549d6bf87187
Gregory Bouchelaghem,"6' 2""",--,Switch,--,59851163aaf1aed8
Roy Boughton,"6' 0""",--,,--,2aaf0181432adf0b
Rich Bouphanouvong,"5' 7""",--,,--,611b9c068c9e2c44
Mike Bourke,"6' 0""",--,Orthodox,--,dfdd0c5dd0d4bc23
Jess Bouscal,--,--,,--,38b1417ec17072da
Tai Bowden,"5' 11""",--,,--,2efbc83a6b9b7f86
Melton Bowen,"6' 0""",--,Orthodox,"Jul 16, 1969",81ca2c245b19b3c5
Kyron Bowen,"6' 3""","73""",Orthodox,"Dec 22, 1993",5488b3c67600333a
Brian Bowles,"5' 7""","70""",Orthodox,"Jun 22, 1980",b26d3e3746fb4024
Roger Bowling,"5' 9""","68""",Orthodox,"Dec 05, 1982",3b9f723e2720a238
Blake Bowman,"6' 2""",--,,--,a95a0504fd73bd3e
Ashe Bowman,"5' 9""",--,,"Nov 17, 1976",8a0a35e7c74bebcc
Anvar Boynazarov,"5' 9""",--,Orthodox,"Jan 10, 1989",4a191f4ea2fce7fc
Colley  Bradford,"5' 7""",--,,--,1433786ac76cf777
Kyle Bradley,"5' 9""","71""",Orthodox,"Aug 19, 1982",a6959da32f0e6b5d
Paul Bradley,"5' 9""",--,Orthodox,"Jun 13, 1983",c7011de4765d2497
Sean Brady,"5' 10""","72""",Orthodox,"Nov 23, 1992",45f7cb591c3ab00b
Ebenezer Fontes Braga,"6' 0""",--,Orthodox,"Apr 14, 1969",dc950d59dc590aca
Ramiz Brahimaj,"5' 10""","72""",Orthodox,"Nov 17, 1992",3d074044a33825e7
Joe Brammer,"5' 8""",--,Orthodox,"Aug 23, 1983",013da757877044a2
David Branch,"6' 1""","78""",Orthodox,"Sep 26, 1981",d2c55d1d2e67773b
Diego Brandao,"5' 7""","64""",Orthodox,"May 27, 1987",c2e3e67b5911bfb7
Bruna Brasil,"5' 6""","65""",Orthodox,"Sep 07, 1993",7138a15258dabf20
Michael Bravo,--,--,,--,dc63542668295c23
Martin Bravo,"5' 8""","71""",Southpaw,"Sep 21, 1993",9c44f290f5726d95
Roman Bravo-Young,--,--,,--,37ce890a4670b287
Mike Breeden,"5' 10""","70""",Orthodox,"Apr 21, 1989",d80ee110748171ac
Tom Breese,"6' 3""","73""",Southpaw,"Sep 26, 1991",1588b787bda7b540
Elves Brener,"5' 10""","72""",Orthodox,"Sep 27, 1997",48a9a128784d53d1
Chris Brennan,"5' 8""",--,Orthodox,"Oct 12, 1971",b19fc66613dc75b9
Charlie Brenneman,"5' 10""","70""",Orthodox,"Feb 09, 1981",98f6da59d765ec94
Robert Breslin,"5' 11""",--,,--,e319d6697d41f3cf
Mack Brewer,--,--,,--,106a925d947a0de9
Marcos Brigagao,"6' 3""","76""",Southpaw,"Apr 01, 1996",11547e29f253fb89
Jason Brilz,"5' 11""","71""",Orthodox,"Jul 07, 1975",497ba5b12a4bfc47
Marcus Brimage,"5' 4""","71""",Southpaw,"Apr 06, 1985",81801f57bd0a7c41
Aaron Brink,"6' 3""",--,Orthodox,"Nov 12, 1974",cf1a88371c8cb690
Henry Briones,"5' 8""","69""",Orthodox,"Oct 22, 1980",01fcef7e3d051722
Marcelo Brito,"6' 1""",--,Orthodox,"Nov 27, 1977",3a97fda0de6f1fa4
Joanderson Brito,"5' 8""","72""",Orthodox,"Feb 11, 1995",791c8437b341fba5
Kaik Brito,"5' 11""","72""",Orthodox,"Mar 26, 1997",b07f14fc0e53f8bd
Antwain Britt,"6' 1""","77""",,"May 09, 1978",2833f50b20e96e52
Drew Brokenshire,--,--,,--,aa571d75f80fde7d
Mike Bronzoulis,"6' 0""",--,,"Jan 05, 1979",df3c39573d01f55b
Jonathan Brookins,"6' 0""","74""",Southpaw,"Aug 13, 1985",b0a6124751a56bc4
Will Brooks,"5' 10""","72""",Orthodox,"Oct 08, 1986",b6e6c3b1dcaae0a1
Jarred Brooks,"5' 3""","62""",Switch,"May 02, 1993",81d9df19e255b8b6
Rob Broughton,"6' 2""","74""",Orthodox,"Mar 03, 1983",a7d687e6ecb30981
Lee Brousseau,"6' 1""",--,,"Oct 04, 1974",0974d8d4053a7237
Matt Brown,"6' 0""","75""",Orthodox,"Jan 10, 1981",31123249b0bbf52e
Mike Brown,"5' 6""","70""",Orthodox,"Sep 08, 1975",e0b74df14f52cd15
Dominic Brown,"5' 11""",--,,"Jun 04, 1982",52b3ec072ad497a4
Todd Brown,"5' 11""",--,Orthodox,"Dec 13, 1976",9b68bf67c5695185
Terrell Brown,--,--,,"Apr 13, 1983",85df85a4e276c90e
Chris Brown,--,--,,--,9e2624ac992660c6
Frederick Brown,"6' 0""",--,,--,880c6b788266a3ef
Randy Brown,"6' 3""","78""",Orthodox,"Jul 08, 1990",c6aee362c7a7d482
Damien Brown,"5' 10""","68""",Orthodox,"Dec 25, 1984",d024ed963e8bf7ea
TJ Brown,"5' 9""","72""",Switch,"May 22, 1990",d31cbcdd7d69536d
Humberto Brown Morrison,"5' 10""",--,,"Nov 03, 1984",e9e7e1c8ff289e1b
Travis Browne,"6' 6""","79""",Orthodox,"Jul 17, 1982",3236bf606fe9fa5b
Junie Browning,"5' 9""",--,Orthodox,"May 12, 1984",d74cba8566291bfa
Jules Bruchez,"6' 0""",--,Southpaw,"Aug 16, 1977",d1dcd4e96464a53d
Justin Bruckmann,"5' 9""",--,Orthodox,--,5f8e00c27b7e7410
Stephanie Bruna,--,--,,"Dec 16, 1999",1b35af4d1529adf6
Cody Brundage,"6' 0""","72""",Orthodox,"May 16, 1994",f14f644d41ade29f
Steve Bruno,"5' 10""",--,Orthodox,"Nov 03, 1981",2f3f12002564bb55
Fernando Bruno,"5' 6""",--,,"Feb 24, 1982",b8c0f30ee9a98b69
Derek Brunson,"6' 1""","77""",Southpaw,"Jan 04, 1984",b1a3e0aca758b322
Josh Bryant,"5' 10""",--,Orthodox,"Apr 23, 1980",01f022fa494188e2
Dennis Bryant,"6' 0""",--,Orthodox,"Oct 18, 1985",3b17353b8002c7d0
Robert Bryczek,--,--,,"Jul 04, 1990",f96856f9d69fd7e4
Lukasz Brzeski,"6' 4""","78""",Orthodox,"May 17, 1992",0c25d0a5e8cdbf19
Justin Buchholz,"6' 0""","73""",Orthodox,"Aug 22, 1983",231926533134ec1f
Zak Bucia,"5' 10""",--,,--,6bbb8dc6e128779e
Courtney Buck,"5' 10""",--,Orthodox,"Mar 19, 1982",3feed7d02711d8b7
Joaquin Buckley,"5' 10""","76""",Southpaw,"Apr 27, 1994",b9437600497350f3
Martin Buday,"6' 4""","77""",Orthodox,"Nov 11, 1991",8eb046f83e82bf26
Julia Budd,"5' 7""","67""",,"Jul 04, 1983",dcdc4503b9d49977
Dylan Budka,"6' 0""","75""",Switch,"Jan 14, 2000",a817e238b2747404
Mike Budnik,"5' 9""","68""",Orthodox,"Aug 08, 1974",b98209144b63ae26
Francisco Bueno,"5' 9""",--,Orthodox,--,a72d260b436924c4
Mayra Bueno Silva,"5' 6""","66""",Orthodox,"Aug 22, 1991",cc8c623cca88f54f
Paul Buentello,"6' 2""","77""",Orthodox,"Jan 16, 1974",f0abbb6f3444dae7
Modestas Bukauskas,"6' 3""","78""",Switch,"Feb 10, 1994",476fe566d2df676e
Lee Kwan Bum,"6' 2""",--,Orthodox,--,c0342805a1948cbb
Josh Bumgarner,"6' 1""",--,,--,9900ab86a4c458bd
Shawn Bunch,"5' 5""",--,,"Mar 19, 1983",6e9af164ab91a229
Felipe Bunes,"5' 7""","69""",Orthodox,"Oct 29, 1989",53c10176e3bc7416
Shane Burgos,"5' 11""","75""",Orthodox,"Mar 19, 1991",98d961097baaf308
Joshua Burkman,"5' 10""","72""",Orthodox,"Apr 10, 1980",6da99156486ed6c2
Justin Burlinson,"6' 1""","74""",Switch,"May 19, 1997",dadd80ef954e54ed
Mads Burnell,"5' 8""","69""",Orthodox,"Mar 06, 1994",69f01b25dfabaf6b
Mikey Burnett,"5' 6""",--,Orthodox,"Apr 12, 1974",4c805f5f58a75df0
Kevin Burns,"5' 10""","74""",Orthodox,"Mar 03, 1980",a6d8bfe9e0c8153b
Gilbert Burns,"5' 10""","71""",Orthodox,"Jul 20, 1986",23024fdfc966410a
Josh Burns,"6' 1""",--,,"May 15, 1978",1e092415a7eeaf65
Herbert Burns,"5' 9""","73""",Orthodox,"Feb 02, 1988",4f140403000158b5
Derrick Burnsed,--,--,,--,2213330f082f82d5
Nah-Shon Burrell,"5' 11""",--,Orthodox,"Feb 05, 1990",2c64c035485906aa
Martin Buschkamp,"5' 9""",--,Orthodox,"Jan 06, 1991",8fc30d8cebb17116
George Bush,"6' 1""",--,,--,f0c779dc2ca3816c
Bubba Bush,"6' 0""",--,Orthodox,"Jul 24, 1985",132505067f08c54d
Dakota Bush,"5' 10""","73""",Orthodox,"Jun 09, 1994",3033c1c080672475
Murilo Bustamante,"6' 2""",--,Orthodox,"Jul 30, 1966",85d905f7c4f5a1af
Nick Bustamante,"5' 9""",--,,--,51b1ca2a4b064101
Eduardo Bustillos,"5' 8""",--,,"Jun 02, 1987",f273f1b8df04c8a1
Jason Butcher,"6' 3""",--,,"Oct 23, 1984",30e39145fec48d25
Todd Butler,"6' 1""",--,Southpaw,--,3fed746acfd026dd
Goldman Butler,--,--,,--,e2d5072048b825b1
Ian Butler,"5' 8""",--,,--,6b8fd98eb52363d1
Raphael Butler,"6' 3""",--,,"Jan 04, 1984",f941505e35fb1eae
Jesse Butler,"5' 10""","73""",Orthodox,"May 24, 1992",a75a48bfe776b2c2
JP Buys,"5' 5""","67""",Orthodox,"Apr 30, 1996",0b362247806341e5
Dennis Buzukja,"5' 9""","70""",Switch,"Oct 01, 1997",c4d039123e62f6a9
Charles Byrd,"5' 10""","73""",Orthodox,"Oct 11, 1983",76ee3d666c648f6b
Steve Byrnes,"6' 0""",--,Orthodox,--,43612456979e5d5e
Michael Byrnes,"5' 11""",--,,"Jul 17, 1990",87f0b37f153cf497
Yan Cabral,"5' 11""","73""",Orthodox,"May 13, 1983",7cdd3e5d3aa9cb39
Alvin Cacdac,"5' 6""",--,Orthodox,--,ce7871949b0ed2bf
Alex Caceres,"5' 10""","73""",Southpaw,"Jun 20, 1988",7aa3d6964eff4877
Vince Cachero,"5' 6""","68""",Orthodox,"Nov 07, 1989",ed2a8cc402173781
Priscila Cachoeira,"5' 7""","65""",Orthodox,"Aug 19, 1988",b1e5bcaad32a3cac
Travis Calanoc,"5' 8""",--,Orthodox,--,90d28fee0af74f2d
Ricky Calatayud,"5' 9""",--,,"Oct 10, 1982",800feaa25700a85f
Darrion Caldwell,"5' 10""",--,,"Dec 19, 1987",b7dc25ee40ee8334
Taylor Callens,"5' 10""",--,,"May 21, 1991",53d471e9bf5f2fc8
Cynthia Calvillo,"5' 4""","64""",Orthodox,"Jul 13, 1987",98215d037be5bcb7
Joe Camacho,"5' 9""",--,Orthodox,"Mar 10, 1972",dfb965c9824425db
Frank Camacho,"5' 10""","73""",Orthodox,"May 18, 1989",764342d39cdaa54a
Fabricio Camoes,"5' 10""","71""",Orthodox,"Dec 23, 1978",7abe471b61725980
Chris Camozzi,"6' 2""","75""",Orthodox,"Nov 20, 1986",6c2030e0a143a94b
Brian Camozzi,"6' 2""","78""",Orthodox,"Jun 24, 1991",1999ffb5cebc314f
Ricky Camp,"5' 7""",--,,--,4a99978a0366bb29
Mike Campbell,"5' 9""",--,Southpaw,--,f5585e675af7afd4
Thomas Campbell,--,--,,--,d060014a5a039829
Shane Campbell,"6' 0""","71""",Orthodox,"Jan 21, 1987",784285b7ae7dd85f
Charlie Campbell,"6' 0""",--,Orthodox,"Jul 03, 1995",b39f7a6c2be17ee8
John Campetella,"5' 9""",--,Orthodox,--,31bbd46d57dfbcb7
Wagner Campos,"5' 6""",--,Southpaw,"Jul 31, 1981",db6d5f691aea3fd3
Derek Campos,"5' 9""",--,,"Apr 01, 1988",aa8dc72b3a1f761c
Will Campuzano,"5' 9""","70""",Orthodox,"May 27, 1986",901cddcbfa079097
Aleksa Camur,"6' 1""","74""",Orthodox,"Sep 25, 1995",c2a670b22d2e196f
Chico Camus,"5' 6""","66""",Orthodox,"Jan 26, 1985",32be4b7f7de1c905
Asbel Cancio,"5' 10""",--,,--,2a7afe14b3a0a058
Carlos Candelario,"5' 8""","68""",Southpaw,"Jun 04, 1991",760a55d5b6098cbe
Ronaldo Candido,"5' 6""",--,Southpaw,"Apr 24, 1989",23fbe02caabcd214
Luiz Cane,"6' 2""","77""",Southpaw,"Apr 24, 1981",24b033b3daf1c9df
Guido Cannetti,"5' 6""","68""",Southpaw,"Dec 19, 1979",d05412b513b19621
Jared Cannonier,"5' 11""","77""",Switch,"Mar 16, 1984",13a0275fa13c4d26
Jose Canseco,"6' 4""",--,Orthodox,"Jul 02, 1964",03da33a102d9a45f
Cody Canterbury,"5' 8""",--,,--,23100e8f71f25a4a
Bo Cantrell,"6' 2""",--,Orthodox,"Feb 08, 1969",6750e338922a099d
Steve Cantwell,"6' 2""","75""",Orthodox,"Dec 08, 1986",f1f9e48a0d150757
Paul Capaldo,"5' 7""",--,,"Dec 27, 1996",83b8fe74224dd642
Phil Caracappa,"5' 8""","70""",Orthodox,"Jun 05, 1992",bd81a97864acf098
Frank Caracci,--,--,,--,44f9c777fed7ca03
Gina Carano,"5' 8""",--,Orthodox,"Apr 16, 1982",899eaba48fa864a6
Dos Caras Jr.,"6' 4""",--,Orthodox,"May 25, 1977",155a02a8b4311057
Bryan Caraway,"5' 8""","68""",Orthodox,"Aug 04, 1984",5ef0088c1b19beeb
Remo Cardarelli,--,--,,--,e5512a6aed150d8f
Phil Cardella,"5' 11""",--,,"Jul 09, 1976",f6a7b02c42e9fc5b
Edgar Cardenas,--,--,,--,99a86b134dccc166
Chris Cariaso,"5' 3""","64""",Southpaw,"May 27, 1981",b2e3aca4cd363477
Ronald Carillo,--,--,,--,cbd022eaf2ac546a
Rafael Carino,"6' 8""",--,Orthodox,--,08a7080ff5904661
Don Carlo-Clauss,--,--,,--,f59a6de8a5dfe297
Antonio Carlos Junior,"6' 2""","79""",Orthodox,"Mar 16, 1990",52e76bb4b3e852f3
Spike Carlyle,"5' 8""","71""",Switch,"May 06, 1993",be68b375707dcb85
Francis Carmont,"6' 3""","78""",Orthodox,"Oct 11, 1981",3591d0d5d382a381
Liz Carmouche,"5' 6""","66""",Orthodox,"Feb 19, 1984",51a0c09cbe9b8472
Roan Carneiro,"5' 11""","76""",Orthodox,"Jun 02, 1978",1c86754617d9813a
Ariane Carnelossi,"5' 2""","61""",Orthodox,"Nov 17, 1992",c0d5c0c95c59050b
Luana Carolina,"5' 6""","69""",Orthodox,"Jun 11, 1993",528b071cf3da7c56
Tim Caron,"6' 1""",--,Orthodox,"Jul 24, 1987",b80ea4880f25c187
Clayton Carpenter,"5' 6""","66""",Orthodox,"Jun 09, 1996",b62d5280966b2460
Gabriel Carrasco,"5' 6""",--,,--,89ed44801968b8e3
Cody Carrillo,"5' 10""",--,,--,9346efb4bbaedd08
Cain Carrizosa,"5' 8""",--,Orthodox,"Jul 22, 1986",064b7dc68d786254
Roger Carroll,"5' 10""",--,,--,572a89dbe1f76761
Jonny Carson,"5' 10""",--,,--,0d49ddc07bd8c747
Scott Carson,"6' 2""",--,,--,1e3302f9ab6f549a
Shonie Carter,"5' 10""",--,Southpaw,"May 03, 1972",7b6e40a73b567072
Jack Cartwright,"5' 9""","68""",Orthodox,"May 26, 1994",1f592bfefb0d62a3
Bruno Carvalho,"5' 8""",--,,"Jun 07, 1982",456c02115efc4a01
Antonio Carvalho,"5' 9""","70""",Orthodox,"May 30, 1979",fef3d17e27e916e7
Rafael Carvalho,"6' 3""",--,,"Jul 27, 1986",620d8710e89cfeae
Shane Carwin,"6' 2""","80""",Orthodox,"Jan 04, 1975",68dd7b3783c19f9c
Johnny Case,"5' 10""","72""",Orthodox,"Jun 28, 1989",1f4b04a926ef1287
Kevin Casey,"5' 11""","77""",Southpaw,"Jun 15, 1981",8d9586726252dbf7
Cortney Casey,"5' 7""","67""",Orthodox,"May 05, 1987",5f179af5fffeb9f6
Brandon Cash,"6' 5""",--,Orthodox,--,3993f7dcb7caf42a
Bendy Casimir,"5' 5""",--,Southpaw,"Jun 10, 1980",ec7ac09293d26c05
Dwayne Cason,"5' 10""",--,Orthodox,--,31c01fbc2586a5eb
Joe Cason,"6' 3""",--,,"Jan 19, 1988",2b1c6f28039efe36
John Castaneda,"5' 6""","71""",Switch,"Dec 18, 1991",5fa2974cbd18e05c
Eric Castile,"5' 8""",--,,--,a0a69dc9914ef6e1
Gil Castillo,"5' 9""",--,Southpaw,"Oct 21, 1965",31ceaf0e670c1578
Danny Castillo,"5' 9""","71""",Orthodox,"Aug 25, 1979",d1e7fc58d4225cdf
Raul Castillo,"5' 11""",--,Orthodox,--,feeae92f951f49a9
Jenna Castillo,"5' 2""",--,,"May 05, 1982",e680418329c84ec4
Tim Catalfo,"5' 11""",--,Orthodox,--,6ca68b636fbc1f18
Nick Catone,"6' 0""","72""",Southpaw,"Sep 01, 1981",f8fe2053d73d7bcf
Luke Caudillo,"5' 7""",--,Orthodox,"Nov 30, 1980",68d76fd9ecf7431d
Gesias Cavalcante,"5' 8""","71""",Orthodox,"Jul 06, 1983",2a74bbba57058f12
Rafael Cavalcante,"6' 1""","74""",Orthodox,"Apr 14, 1980",5c1ca0c72b599a3c
Jacqueline Cavalcanti,"5' 8""","70""",Orthodox,"Aug 29, 1997",e3964ece586e0635
Magnus Cedenblad,"6' 5""","79""",Orthodox,"Apr 10, 1982",0e21976afc92e4d1
Yosdenis Cedeno,"5' 8""","69""",Orthodox,"Feb 12, 1985",3e61082025db8137
Henry Cejudo,"5' 4""","64""",Orthodox,"Feb 09, 1987",056c493bbd76a918
Adam Cella,"6' 2""",--,,"Jun 26, 1985",b27b8881d7444114
Vinicius Cenci,"6' 1""","74""",Orthodox,"Nov 24, 1995",f21a152aaa3e95c6
Donald Cerrone,"6' 1""","73""",Orthodox,"Mar 29, 1983",1d00756835ca67c9
Jared Chaffee,"5' 10""",--,,"Dec 15, 1984",fdf59144e535bc38
Luan Chagas,"6' 0""","75""",Orthodox,"Jun 17, 1993",9ccf8371fd80d45d
Edgar Chairez,"5' 7""","71""",Orthodox,"Jan 27, 1996",5ef94841c4bc3f86
Ansar Chalangov,"5' 9""",--,Orthodox,"Oct 30, 1979",7342fcc41a4817fa
Alex Chambers,"5' 3""","63""",Southpaw,"Oct 25, 1978",26b63bc5c0c1f65d
Michael Chandler,"5' 8""","71""",Orthodox,"Apr 24, 1986",4b93a88f3b1de35b
Chelsea Chandler,"5' 8""","68""",Southpaw,"Nov 23, 1990",af9efbfd63d39734
Donnie Chappell,"5' 11""",--,Southpaw,--,8788beb528894f33
Joe Charles,"6' 1""",--,Southpaw,--,19ffeb5e3fffd6d5
Dan Charles,"6' 2""",--,,"Sep 24, 1985",32a4f1235f0dad73
Morgan Charriere,"5' 8""","69""",Orthodox,"Oct 26, 1995",5b03b61f9d90125e
Ernest Chavez,"5' 8""","70""",Orthodox,"Jun 27, 1983",b406da701c479076
Emilio Chavez,"5' 9""",--,,--,84e8920e59ff14a7
Danny Chavez,"5' 8""","67""",Orthodox,"Mar 14, 1987",0de720c0f1d4ab9c
Gabriel Checco,"6' 1""",--,Switch,"Apr 03, 1986",9c5f7d5c6d084b35
Albert Cheng,"5' 11""",--,Orthodox,"Feb 07, 1985",d8d7b24d276c8cb0
Fabio Cherant,"6' 1""","74""",Southpaw,"Nov 25, 1994",78a68f1dade6aaf7
Ion Cherdivara,--,--,,--,c713a845360d604b
Mark Cherico,"5' 7""","69""",Orthodox,"May 12, 1986",79a193111e3bc99b
Macy Chiasson,"5' 11""","72""",Orthodox,"Jul 27, 1991",9cdd2da1a9104a0b
Michael Chiesa,"6' 1""","75""",Southpaw,"Dec 07, 1987",c58f51dedb310998
Giga Chikadze,"6' 0""","74""",Orthodox,"Aug 25, 1988",9560ff14eb3129f7
Khamzat Chimaev,"6' 2""","75""",Orthodox,"May 01, 1994",767755fd74662dbf
Sako Chivitchian,"5' 11""",--,,"Mar 11, 1984",9f7787e56a6bc0f4
Mu Bae Choi,"6' 2""",--,Orthodox,"Jun 27, 1970",371a1c91b24dec2b
Hong Man Choi,"7' 2""",--,Orthodox,"Oct 30, 1980",2c104b7e59a72629
Dooho Choi,"5' 10""","70""",Orthodox,"Apr 10, 1991",e93b04e308913c2e
SeungWoo Choi,"6' 0""","74""",Orthodox,"Nov 03, 1992",a68575214ecad140
SeungGuk Choi,"5' 6""","64""",Orthodox,"Dec 26, 1996",adccbc19b22e19af
John Cholish,"5' 11""","74""",Orthodox,"Dec 17, 1983",03c9994c5b8958ec
Ryo Chonan,"5' 9""","70""",Orthodox,"Oct 08, 1976",55a7b2d4e54ffac9
